key_url;governor;name;percentage;votes;totalVotes;mascVotes;femnVotes
joao-santana;João Santana;Lagoa Real;0,35%;240;10471;5040;5427
celia-sacramento;Célia Sacramento;Lagoa Real;0,07%;50;10471;5040;5427
orlando-andrade;Orlando Andrade;Lagoa Real;0,00%;0;10471;5040;5427
rui-costa;Rui Costa;Campo Alegre de Lourdes;91,06%;12462;22097;11373;10685
ze-ronaldo;Zé Ronaldo;Campo Alegre de Lourdes;8,36%;1144;22097;11373;10685
marcos-mendes;Marcos Mendes;Campo Alegre de Lourdes;0,10%;140;22097;11373;10685
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Campo Alegre de Lourdes;0,15%;200;22097;11373;10685
joao-santana;João Santana;Campo Alegre de Lourdes;0,20%;270;22097;11373;10685
celia-sacramento;Célia Sacramento;Campo Alegre de Lourdes;0,13%;180;22097;11373;10685
orlando-andrade;Orlando Andrade;Campo Alegre de Lourdes;0,01%;10;22097;11373;10685
rui-costa;Rui Costa;Lafaiete Coutinho;91,06%;2291;3532;1741;1791
ze-ronaldo;Zé Ronaldo;Lafaiete Coutinho;8,31%;2090;3532;1741;1791
marcos-mendes;Marcos Mendes;Lafaiete Coutinho;0,04%;10;3532;1741;1791
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Lafaiete Coutinho;0,16%;40;3532;1741;1791
joao-santana;João Santana;Lafaiete Coutinho;0,24%;60;3532;1741;1791
celia-sacramento;Célia Sacramento;Lafaiete Coutinho;0,20%;50;3532;1741;1791
orlando-andrade;Orlando Andrade;Lafaiete Coutinho;0,00%;0;3532;1741;1791
rui-costa;Rui Costa;Barra do Mendes;90,94%;6627;12320;6230;6087
ze-ronaldo;Zé Ronaldo;Barra do Mendes;7,71%;5620;12320;6230;6087
marcos-mendes;Marcos Mendes;Barra do Mendes;0,55%;400;12320;6230;6087
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Barra do Mendes;0,23%;170;12320;6230;6087
joao-santana;João Santana;Barra do Mendes;0,34%;250;12320;6230;6087
celia-sacramento;Célia Sacramento;Barra do Mendes;0,19%;140;12320;6230;6087
orlando-andrade;Orlando Andrade;Barra do Mendes;0,03%;20;12320;6230;6087
rui-costa;Rui Costa;Palmeiras;90,88%;4167;6669;3394;3273
ze-ronaldo;Zé Ronaldo;Palmeiras;7,37%;3380;6669;3394;3273
marcos-mendes;Marcos Mendes;Palmeiras;0,85%;390;6669;3394;3273
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Palmeiras;0,24%;110;6669;3394;3273
joao-santana;João Santana;Palmeiras;0,13%;60;6669;3394;3273
celia-sacramento;Célia Sacramento;Palmeiras;0,50%;230;6669;3394;3273
orlando-andrade;Orlando Andrade;Palmeiras;0,02%;10;6669;3394;3273
rui-costa;Rui Costa;América Dourada;90,78%;7417;12789;6417;6367
ze-ronaldo;Zé Ronaldo;América Dourada;8,36%;6830;12789;6417;6367
marcos-mendes;Marcos Mendes;América Dourada;0,12%;100;12789;6417;6367
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;América Dourada;0,11%;90;12789;6417;6367
joao-santana;João Santana;América Dourada;0,27%;220;12789;6417;6367
celia-sacramento;Célia Sacramento;América Dourada;0,35%;290;12789;6417;6367
orlando-andrade;Orlando Andrade;América Dourada;0,00%;0;12789;6417;6367
rui-costa;Rui Costa;Candiba;90,71%;6417;10415;5241;5174
ze-ronaldo;Zé Ronaldo;Candiba;7,99%;5650;10415;5241;5174
marcos-mendes;Marcos Mendes;Candiba;0,11%;80;10415;5241;5174
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Candiba;0,75%;530;10415;5241;5174
joao-santana;João Santana;Candiba;0,16%;110;10415;5241;5174
celia-sacramento;Célia Sacramento;Candiba;0,23%;160;10415;5241;5174
orlando-andrade;Orlando Andrade;Candiba;0,06%;40;10415;5241;5174
rui-costa;Rui Costa;Canápolis;90,70%;4664;8340;4101;4232
ze-ronaldo;Zé Ronaldo;Canápolis;7,99%;4110;8340;4101;4232
marcos-mendes;Marcos Mendes;Canápolis;0,10%;50;8340;4101;4232
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Canápolis;0,74%;380;8340;4101;4232
joao-santana;João Santana;Canápolis;0,41%;210;8340;4101;4232
celia-sacramento;Célia Sacramento;Canápolis;0,06%;30;8340;4101;4232
orlando-andrade;Orlando Andrade;Canápolis;0,00%;0;8340;4101;4232
rui-costa;Rui Costa;Nova Canaã;90,70%;619;12194;6046;6144
ze-ronaldo;Zé Ronaldo;Nova Canaã;8,13%;5550;12194;6046;6144
marcos-mendes;Marcos Mendes;Nova Canaã;0,53%;360;12194;6046;6144
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Nova Canaã;0,21%;140;12194;6046;6144
joao-santana;João Santana;Nova Canaã;0,29%;200;12194;6046;6144
celia-sacramento;Célia Sacramento;Nova Canaã;0,15%;100;12194;6046;6144
orlando-andrade;Orlando Andrade;Nova Canaã;0,00%;0;12194;6046;6144
rui-costa;Rui Costa;Caturama;90,58%;403;7573;3694;3875
ze-ronaldo;Zé Ronaldo;Caturama;8,29%;3690;7573;3694;3875
marcos-mendes;Marcos Mendes;Caturama;0,18%;80;7573;3694;3875
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Caturama;0,36%;160;7573;3694;3875
joao-santana;João Santana;Caturama;0,36%;160;7573;3694;3875
celia-sacramento;Célia Sacramento;Caturama;0,09%;40;7573;3694;3875
orlando-andrade;Orlando Andrade;Caturama;0,13%;60;7573;3694;3875
rui-costa;Rui Costa;Presidente Jânio Quadros;90,32%;5428;11413;5602;5802
ze-ronaldo;Zé Ronaldo;Presidente Jânio Quadros;8,54%;5130;11413;5602;5802
marcos-mendes;Marcos Mendes;Presidente Jânio Quadros;0,23%;140;11413;5602;5802
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Presidente Jânio Quadros;0,22%;130;11413;5602;5802
joao-santana;João Santana;Presidente Jânio Quadros;0,48%;290;11413;5602;5802
celia-sacramento;Célia Sacramento;Presidente Jânio Quadros;0,18%;110;11413;5602;5802
orlando-andrade;Orlando Andrade;Presidente Jânio Quadros;0,03%;20;11413;5602;5802
rui-costa;Rui Costa;Heliópolis;90,28%;6797;10481;5330;5151
ze-ronaldo;Zé Ronaldo;Heliópolis;7,90%;5950;10481;5330;5151
marcos-mendes;Marcos Mendes;Heliópolis;0,24%;180;10481;5330;5151
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Heliópolis;0,05%;40;10481;5330;5151
joao-santana;João Santana;Heliópolis;0,21%;160;10481;5330;5151
celia-sacramento;Célia Sacramento;Heliópolis;1,31%;990;10481;5330;5151
orlando-andrade;Orlando Andrade;Heliópolis;0,00%;0;10481;5330;5151
rui-costa;Rui Costa;Lajedinho;90,23%;1977;3235;1565;1668
ze-ronaldo;Zé Ronaldo;Lajedinho;9,31%;2040;3235;1565;1668
marcos-mendes;Marcos Mendes;Lajedinho;0,14%;30;3235;1565;1668
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Lajedinho;0,05%;10;3235;1565;1668
joao-santana;João Santana;Lajedinho;0,23%;50;3235;1565;1668
celia-sacramento;Célia Sacramento;Lajedinho;0,05%;10;3235;1565;1668
orlando-andrade;Orlando Andrade;Lajedinho;0,00%;0;3235;1565;1668
rui-costa;Rui Costa;Teodoro Sampaio;90,16%;3975;6434;3269;3160
ze-ronaldo;Zé Ronaldo;Teodoro Sampaio;9,10%;4010;6434;3269;3160
marcos-mendes;Marcos Mendes;Teodoro Sampaio;0,02%;10;6434;3269;3160
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Teodoro Sampaio;0,14%;60;6434;3269;3160
joao-santana;João Santana;Teodoro Sampaio;0,39%;170;6434;3269;3160
celia-sacramento;Célia Sacramento;Teodoro Sampaio;0,20%;90;6434;3269;3160
orlando-andrade;Orlando Andrade;Teodoro Sampaio;0,00%;0;6434;3269;3160
rui-costa;Rui Costa;Rio do Antônio;90,05%;5922;11229;5578;5637
ze-ronaldo;Zé Ronaldo;Rio do Antônio;8,99%;5910;11229;5578;5637
marcos-mendes;Marcos Mendes;Rio do Antônio;0,18%;120;11229;5578;5637
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Rio do Antônio;0,35%;230;11229;5578;5637
joao-santana;João Santana;Rio do Antônio;0,23%;150;11229;5578;5637
celia-sacramento;Célia Sacramento;Rio do Antônio;0,12%;80;11229;5578;5637
orlando-andrade;Orlando Andrade;Rio do Antônio;0,08%;50;11229;5578;5637
rui-costa;Rui Costa;Tanque Novo;89,92%;7291;12911;6354;6555
ze-ronaldo;Zé Ronaldo;Tanque Novo;9,00%;7300;12911;6354;6555
marcos-mendes;Marcos Mendes;Tanque Novo;0,20%;160;12911;6354;6555
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Tanque Novo;0,43%;350;12911;6354;6555
joao-santana;João Santana;Tanque Novo;0,23%;190;12911;6354;6555
celia-sacramento;Célia Sacramento;Tanque Novo;0,16%;130;12911;6354;6555
orlando-andrade;Orlando Andrade;Tanque Novo;0,05%;40;12911;6354;6555
rui-costa;Rui Costa;Barro Alto;89,83%;5724;9809;4873;4935
ze-ronaldo;Zé Ronaldo;Barro Alto;9,35%;5960;9809;4873;4935
marcos-mendes;Marcos Mendes;Barro Alto;0,09%;60;9809;4873;4935
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Barro Alto;0,16%;100;9809;4873;4935
joao-santana;João Santana;Barro Alto;0,25%;160;9809;4873;4935
celia-sacramento;Célia Sacramento;Barro Alto;0,22%;140;9809;4873;4935
orlando-andrade;Orlando Andrade;Barro Alto;0,09%;60;9809;4873;4935
rui-costa;Rui Costa;Pedrão;89,79%;3604;5974;2921;3052
ze-ronaldo;Zé Ronaldo;Pedrão;8,87%;3560;5974;2921;3052
marcos-mendes;Marcos Mendes;Pedrão;0,42%;170;5974;2921;3052
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Pedrão;0,05%;20;5974;2921;3052
joao-santana;João Santana;Pedrão;0,75%;300;5974;2921;3052
celia-sacramento;Célia Sacramento;Pedrão;0,10%;40;5974;2921;3052
orlando-andrade;Orlando Andrade;Pedrão;0,02%;10;5974;2921;3052
rui-costa;Rui Costa;Biritinga;89,77%;7584;11677;6046;5631
ze-ronaldo;Zé Ronaldo;Biritinga;9,39%;7930;11677;6046;5631
marcos-mendes;Marcos Mendes;Biritinga;0,27%;230;11677;6046;5631
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Biritinga;0,13%;110;11677;6046;5631
joao-santana;João Santana;Biritinga;0,31%;260;11677;6046;5631
celia-sacramento;Célia Sacramento;Biritinga;0,11%;90;11677;6046;5631
orlando-andrade;Orlando Andrade;Biritinga;0,02%;20;11677;6046;5631
rui-costa;Rui Costa;Pilão Arcado;89,77%;15621;25497;12656;12829
ze-ronaldo;Zé Ronaldo;Pilão Arcado;9,52%;1656;25497;12656;12829
marcos-mendes;Marcos Mendes;Pilão Arcado;0,11%;190;25497;12656;12829
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Pilão Arcado;0,29%;510;25497;12656;12829
joao-santana;João Santana;Pilão Arcado;0,21%;360;25497;12656;12829
celia-sacramento;Célia Sacramento;Pilão Arcado;0,10%;180;25497;12656;12829
orlando-andrade;Orlando Andrade;Pilão Arcado;0,00%;0;25497;12656;12829
rui-costa;Rui Costa;Uibaí;89,70%;694;11564;5807;5750
ze-ronaldo;Zé Ronaldo;Uibaí;8,89%;6880;11564;5807;5750
marcos-mendes;Marcos Mendes;Uibaí;0,85%;660;11564;5807;5750
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Uibaí;0,08%;60;11564;5807;5750
joao-santana;João Santana;Uibaí;0,25%;190;11564;5807;5750
celia-sacramento;Célia Sacramento;Uibaí;0,22%;170;11564;5807;5750
orlando-andrade;Orlando Andrade;Uibaí;0,01%;10;11564;5807;5750
rui-costa;Rui Costa;Nova Soure;89,64%;11208;20200;10245;9954
ze-ronaldo;Zé Ronaldo;Nova Soure;9,31%;1164;20200;10245;9954
marcos-mendes;Marcos Mendes;Nova Soure;0,30%;370;20200;10245;9954
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Nova Soure;0,20%;250;20200;10245;9954
joao-santana;João Santana;Nova Soure;0,41%;510;20200;10245;9954
celia-sacramento;Célia Sacramento;Nova Soure;0,14%;170;20200;10245;9954
orlando-andrade;Orlando Andrade;Nova Soure;0,01%;10;20200;10245;9954
rui-costa;Rui Costa;Dário Meira;89,62%;4307;7550;3793;3757
ze-ronaldo;Zé Ronaldo;Dário Meira;9,40%;4520;7550;3793;3757
marcos-mendes;Marcos Mendes;Dário Meira;0,10%;50;7550;3793;3757
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Dário Meira;0,21%;100;7550;3793;3757
joao-santana;João Santana;Dário Meira;0,46%;220;7550;3793;3757
celia-sacramento;Célia Sacramento;Dário Meira;0,21%;100;7550;3793;3757
orlando-andrade;Orlando Andrade;Dário Meira;0,00%;0;7550;3793;3757
rui-costa;Rui Costa;Ibiquera;89,57%;1897;3416;1651;1765
ze-ronaldo;Zé Ronaldo;Ibiquera;10,06%;2130;3416;1651;1765
marcos-mendes;Marcos Mendes;Ibiquera;0,09%;20;3416;1651;1765
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ibiquera;0,14%;30;3416;1651;1765
joao-santana;João Santana;Ibiquera;0,05%;10;3416;1651;1765
celia-sacramento;Célia Sacramento;Ibiquera;0,09%;20;3416;1651;1765
orlando-andrade;Orlando Andrade;Ibiquera;0,00%;0;3416;1651;1765
rui-costa;Rui Costa;Santa Brígida;89,57%;6636;12018;5961;6057
ze-ronaldo;Zé Ronaldo;Santa Brígida;9,64%;7140;12018;5961;6057
marcos-mendes;Marcos Mendes;Santa Brígida;0,11%;80;12018;5961;6057
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Santa Brígida;0,26%;190;12018;5961;6057
joao-santana;João Santana;Santa Brígida;0,23%;170;12018;5961;6057
celia-sacramento;Célia Sacramento;Santa Brígida;0,18%;130;12018;5961;6057
orlando-andrade;Orlando Andrade;Santa Brígida;0,03%;20;12018;5961;6057
rui-costa;Rui Costa;Cravolândia;89,55%;215;4243;2144;2099
ze-ronaldo;Zé Ronaldo;Cravolândia;9,50%;2280;4243;2144;2099
marcos-mendes;Marcos Mendes;Cravolândia;0,21%;50;4243;2144;2099
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cravolândia;0,17%;40;4243;2144;2099
joao-santana;João Santana;Cravolândia;0,29%;70;4243;2144;2099
celia-sacramento;Célia Sacramento;Cravolândia;0,29%;70;4243;2144;2099
orlando-andrade;Orlando Andrade;Cravolândia;0,00%;0;4243;2144;2099
rui-costa;Rui Costa;Urandi;89,55%;7063;12710;6451;6258
ze-ronaldo;Zé Ronaldo;Urandi;9,03%;7120;12710;6451;6258
marcos-mendes;Marcos Mendes;Urandi;0,13%;100;12710;6451;6258
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Urandi;0,58%;460;12710;6451;6258
joao-santana;João Santana;Urandi;0,48%;380;12710;6451;6258
celia-sacramento;Célia Sacramento;Urandi;0,16%;130;12710;6451;6258
orlando-andrade;Orlando Andrade;Urandi;0,06%;50;12710;6451;6258
rui-costa;Rui Costa;São Sebastião do Passé;89,50%;21343;33761;17553;16183
ze-ronaldo;Zé Ronaldo;São Sebastião do Passé;9,23%;2202;33761;17553;16183
marcos-mendes;Marcos Mendes;São Sebastião do Passé;0,36%;850;33761;17553;16183
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;São Sebastião do Passé;0,22%;530;33761;17553;16183
joao-santana;João Santana;São Sebastião do Passé;0,33%;790;33761;17553;16183
celia-sacramento;Célia Sacramento;São Sebastião do Passé;0,34%;820;33761;17553;16183
orlando-andrade;Orlando Andrade;São Sebastião do Passé;0,01%;20;33761;17553;16183
rui-costa;Rui Costa;Cotegipe;89,43%;6518;11208;5381;5822
ze-ronaldo;Zé Ronaldo;Cotegipe;9,71%;7080;11208;5381;5822
marcos-mendes;Marcos Mendes;Cotegipe;0,10%;70;11208;5381;5822
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Cotegipe;0,41%;300;11208;5381;5822
joao-santana;João Santana;Cotegipe;0,22%;160;11208;5381;5822
celia-sacramento;Célia Sacramento;Cotegipe;0,12%;90;11208;5381;5822
orlando-andrade;Orlando Andrade;Cotegipe;0,00%;0;11208;5381;5822
rui-costa;Rui Costa;Planaltino;89,26%;3755;6566;3187;3378
ze-ronaldo;Zé Ronaldo;Planaltino;10,29%;4330;6566;3187;3378
marcos-mendes;Marcos Mendes;Planaltino;0,12%;50;6566;3187;3378
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Planaltino;0,07%;30;6566;3187;3378
joao-santana;João Santana;Planaltino;0,21%;90;6566;3187;3378
celia-sacramento;Célia Sacramento;Planaltino;0,02%;10;6566;3187;3378
orlando-andrade;Orlando Andrade;Planaltino;0,02%;10;6566;3187;3378
rui-costa;Rui Costa;Firmino Alves;89,21%;2597;4818;2355;2461
ze-ronaldo;Zé Ronaldo;Firmino Alves;9,89%;2880;4818;2355;2461
marcos-mendes;Marcos Mendes;Firmino Alves;0,31%;90;4818;2355;2461
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Firmino Alves;0,14%;40;4818;2355;2461
joao-santana;João Santana;Firmino Alves;0,38%;110;4818;2355;2461
celia-sacramento;Célia Sacramento;Firmino Alves;0,07%;20;4818;2355;2461
orlando-andrade;Orlando Andrade;Firmino Alves;0,00%;0;4818;2355;2461
rui-costa;Rui Costa;Oliveira dos Brejinhos;89,21%;9193;16557;8143;8409
ze-ronaldo;Zé Ronaldo;Oliveira dos Brejinhos;10,02%;1033;16557;8143;8409
marcos-mendes;Marcos Mendes;Oliveira dos Brejinhos;0,11%;110;16557;8143;8409
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Oliveira dos Brejinhos;0,23%;240;16557;8143;8409
joao-santana;João Santana;Oliveira dos Brejinhos;0,22%;230;16557;8143;8409
celia-sacramento;Célia Sacramento;Oliveira dos Brejinhos;0,16%;170;16557;8143;8409
orlando-andrade;Orlando Andrade;Oliveira dos Brejinhos;0,04%;40;16557;8143;8409
rui-costa;Rui Costa;Sebastião Laranjeiras;89,16%;3801;7005;3472;3531
ze-ronaldo;Zé Ronaldo;Sebastião Laranjeiras;10,11%;4310;7005;3472;3531
marcos-mendes;Marcos Mendes;Sebastião Laranjeiras;0,09%;40;7005;3472;3531
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Sebastião Laranjeiras;0,38%;160;7005;3472;3531
joao-santana;João Santana;Sebastião Laranjeiras;0,14%;60;7005;3472;3531
celia-sacramento;Célia Sacramento;Sebastião Laranjeiras;0,09%;40;7005;3472;3531
orlando-andrade;Orlando Andrade;Sebastião Laranjeiras;0,02%;10;7005;3472;3531
rui-costa;Rui Costa;Serra do Ramalho;89,16%;12761;23309;11650;11645
ze-ronaldo;Zé Ronaldo;Serra do Ramalho;9,94%;1423;23309;11650;11645
marcos-mendes;Marcos Mendes;Serra do Ramalho;0,07%;100;23309;11650;11645
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Serra do Ramalho;0,34%;480;23309;11650;11645
joao-santana;João Santana;Serra do Ramalho;0,34%;480;23309;11650;11645
celia-sacramento;Célia Sacramento;Serra do Ramalho;0,10%;140;23309;11650;11645
orlando-andrade;Orlando Andrade;Serra do Ramalho;0,06%;90;23309;11650;11645
rui-costa;Rui Costa;Castro Alves;89,07%;13081;22336;11590;10730
ze-ronaldo;Zé Ronaldo;Castro Alves;10,24%;1504;22336;11590;10730
marcos-mendes;Marcos Mendes;Castro Alves;0,33%;490;22336;11590;10730
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Castro Alves;0,09%;130;22336;11590;10730
joao-santana;João Santana;Castro Alves;0,18%;270;22336;11590;10730
celia-sacramento;Célia Sacramento;Castro Alves;0,08%;120;22336;11590;10730
orlando-andrade;Orlando Andrade;Castro Alves;0,00%;0;22336;11590;10730
rui-costa;Rui Costa;Jussiape;89,04%;3387;6675;3433;3237
ze-ronaldo;Zé Ronaldo;Jussiape;9,75%;3710;6675;3433;3237
marcos-mendes;Marcos Mendes;Jussiape;0,24%;90;6675;3433;3237
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Jussiape;0,66%;250;6675;3433;3237
joao-santana;João Santana;Jussiape;0,18%;70;6675;3433;3237
celia-sacramento;Célia Sacramento;Jussiape;0,13%;50;6675;3433;3237
orlando-andrade;Orlando Andrade;Jussiape;0,00%;0;6675;3433;3237
rui-costa;Rui Costa;Aiquara;89,02%;2237;3787;1867;1920
ze-ronaldo;Zé Ronaldo;Aiquara;10,43%;2620;3787;1867;1920
marcos-mendes;Marcos Mendes;Aiquara;0,00%;0;3787;1867;1920
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Aiquara;0,16%;40;3787;1867;1920
joao-santana;João Santana;Aiquara;0,16%;40;3787;1867;1920
celia-sacramento;Célia Sacramento;Aiquara;0,20%;50;3787;1867;1920
orlando-andrade;Orlando Andrade;Aiquara;0,04%;10;3787;1867;1920
rui-costa;Rui Costa;Boninal;88,99%;5351;10434;5420;5012
ze-ronaldo;Zé Ronaldo;Boninal;10,01%;6020;10434;5420;5012
marcos-mendes;Marcos Mendes;Boninal;0,20%;120;10434;5420;5012
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Boninal;0,38%;230;10434;5420;5012
joao-santana;João Santana;Boninal;0,25%;150;10434;5420;5012
celia-sacramento;Célia Sacramento;Boninal;0,08%;50;10434;5420;5012
orlando-andrade;Orlando Andrade;Boninal;0,08%;50;10434;5420;5012
rui-costa;Rui Costa;Sátiro Dias;88,98%;706;13563;6720;6834
ze-ronaldo;Zé Ronaldo;Sátiro Dias;10,28%;8160;13563;6720;6834
marcos-mendes;Marcos Mendes;Sátiro Dias;0,10%;80;13563;6720;6834
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Sátiro Dias;0,21%;170;13563;6720;6834
joao-santana;João Santana;Sátiro Dias;0,32%;250;13563;6720;6834
celia-sacramento;Célia Sacramento;Sátiro Dias;0,06%;50;13563;6720;6834
orlando-andrade;Orlando Andrade;Sátiro Dias;0,04%;30;13563;6720;6834
rui-costa;Rui Costa;Lajedo do Tabocal;88,84%;3231;6217;3149;3068
ze-ronaldo;Zé Ronaldo;Lajedo do Tabocal;10,42%;3790;6217;3149;3068
marcos-mendes;Marcos Mendes;Lajedo do Tabocal;0,03%;10;6217;3149;3068
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Lajedo do Tabocal;0,27%;100;6217;3149;3068
joao-santana;João Santana;Lajedo do Tabocal;0,25%;90;6217;3149;3068
celia-sacramento;Célia Sacramento;Lajedo do Tabocal;0,19%;70;6217;3149;3068
orlando-andrade;Orlando Andrade;Lajedo do Tabocal;0,00%;0;6217;3149;3068
rui-costa;Rui Costa;Maragogipe;88,83%;19893;32575;16821;15741
ze-ronaldo;Zé Ronaldo;Maragogipe;10,42%;2333;32575;16821;15741
marcos-mendes;Marcos Mendes;Maragogipe;0,35%;790;32575;16821;15741
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Maragogipe;0,15%;340;32575;16821;15741
joao-santana;João Santana;Maragogipe;0,18%;400;32575;16821;15741
celia-sacramento;Célia Sacramento;Maragogipe;0,06%;140;32575;16821;15741
orlando-andrade;Orlando Andrade;Maragogipe;0,00%;10;32575;16821;15741
rui-costa;Rui Costa;Ibipitanga;88,81%;66;12703;6475;6227
ze-ronaldo;Zé Ronaldo;Ibipitanga;10,28%;7640;12703;6475;6227
marcos-mendes;Marcos Mendes;Ibipitanga;0,11%;80;12703;6475;6227
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Ibipitanga;0,39%;290;12703;6475;6227
joao-santana;João Santana;Ibipitanga;0,23%;170;12703;6475;6227
celia-sacramento;Célia Sacramento;Ibipitanga;0,17%;130;12703;6475;6227
orlando-andrade;Orlando Andrade;Ibipitanga;0,01%;10;12703;6475;6227
rui-costa;Rui Costa;Mirante;88,81%;4176;7529;3677;3848
ze-ronaldo;Zé Ronaldo;Mirante;10,38%;4880;7529;3677;3848
marcos-mendes;Marcos Mendes;Mirante;0,34%;160;7529;3677;3848
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Mirante;0,17%;80;7529;3677;3848
joao-santana;João Santana;Mirante;0,21%;100;7529;3677;3848
celia-sacramento;Célia Sacramento;Mirante;0,06%;30;7529;3677;3848
orlando-andrade;Orlando Andrade;Mirante;0,02%;10;7529;3677;3848
rui-costa;Rui Costa;Euclides da Cunha;88,71%;24484;42685;22138;20531
ze-ronaldo;Zé Ronaldo;Euclides da Cunha;10,60%;2925;42685;22138;20531
marcos-mendes;Marcos Mendes;Euclides da Cunha;0,16%;440;42685;22138;20531
joao-henrique-durval-carneiro;João Henrique Durval Carneiro;Euclides da Cunha;0,14%;390;42685;22138;20531
